Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	Classification
PROC_PROCR	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	PROCR	protein C receptor, endothelial	other
PROC_THBD	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	THBD	thrombomodulin	other
PROK1_PROKR1	PROK1	prokineticin 1	PROKR1	prokineticin receptor 1	other
PROK1_PROKR2	PROK1	prokineticin 1	PROKR2	prokineticin receptor 2	other
PROK2_PROKR1	PROK2	prokineticin 2	PROKR1	prokineticin receptor 1	other
PROK2_PROKR2	PROK2	prokineticin 2	PROKR2	prokineticin receptor 2	other
PROS1_AXL	PROS1	protein S (alpha)	AXL	AXL receptor tyrosine kinase	other
PROS1_TYRO3	PROS1	protein S (alpha)	TYRO3	TYRO3 protein tyrosine kinase	other
PRSS23_TMEM222	PRSS23	protease, serine, 23	TMEM222	transmembrane protein 222	other
PSAP_CD1B	PSAP	prosaposin	CD1B	CD1b molecule	other
PSAP_CELSR1	PSAP	prosaposin	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1	other
PSAP_GPR37	PSAP	prosaposin	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	other
PSAP_GPR37L1	PSAP	prosaposin	GPR37L1	G protein-coupled receptor 37 like 1	other
PSAP_LRP1	PSAP	prosaposin	LRP1	low density lipoprotein receptor-related protein 1	other
PSAP_SORT1	PSAP	prosaposin	SORT1	sortilin 1	other
PSEN1_CD44	PSEN1	presenilin 1	CD44	CD44 molecule (Indian blood group)	other
PSEN1_NCSTN	PSEN1	presenilin 1	NCSTN	nicastrin	other
PSEN1_NOTCH1	PSEN1	presenilin 1	NOTCH1	notch 1	other
PSEN1_NOTCH2	PSEN1	presenilin 1	NOTCH2	notch 2	other
PSEN1_NOTCH3	PSEN1	presenilin 1	NOTCH3	notch 3	other
PSEN1_NOTCH4	PSEN1	presenilin 1	NOTCH4	notch 4	other
PSPN_GFRA1	PSPN	persephin	GFRA1	GDNF family receptor alpha 1	other
PSPN_GFRA4	PSPN	persephin	GFRA4	GDNF family receptor alpha 4	other
PSPN_RET	PSPN	persephin	RET	ret proto-oncogene	other
PSPN_SDC3	PSPN	persephin	SDC3	syndecan 3	other
PTDSS1_JMJD6	PTDSS1	phosphatidylserine synthase 1	JMJD6	jumonji domain containing 6	other
PTDSS1_SCARB1	PTDSS1	phosphatidylserine synthase 1	SCARB1	scavenger receptor class B, member 1	other
PTGS2_ALOX5	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	ALOX5	arachidonate 5-lipoxygenase	other
PTGS2_CAV1	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	CAV1	caveolin 1, caveolae protein, 22kDa	other
PTGS2_PTGDR2	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	PTGDR2	prostaglandin D2 receptor 2	other
PTH2_PTH1R	PTH2	parathyroid hormone 2	PTH1R	parathyroid hormone 1 receptor	other
PTH2_PTH2R	PTH2	parathyroid hormone 2	PTH2R	parathyroid hormone 2 receptor	other
PTHLH_PRLHR	PTHLH	parathyroid hormone-like hormone	PRLHR	prolactin releasing hormone receptor	other
PTHLH_PTH1R	PTHLH	parathyroid hormone-like hormone	PTH1R	parathyroid hormone 1 receptor	other
PTHLH_PTH2R	PTHLH	parathyroid hormone-like hormone	PTH2R	parathyroid hormone 2 receptor	other
PTH_PTH1R	PTH	parathyroid hormone	PTH1R	parathyroid hormone 1 receptor	other
PTH_PTH2R	PTH	parathyroid hormone	PTH2R	parathyroid hormone 2 receptor	other
PTMA_VIPR1	PTMA	prothymosin, alpha	VIPR1	vasoactive intestinal peptide receptor 1	other
PTN_ALK	PTN	pleiotrophin	ALK	anaplastic lymphoma receptor tyrosine kinase	other
PTN_CDH10	PTN	pleiotrophin	CDH10	cadherin 10, type 2 (T2-cadherin)	other
PTN_PLXNB2	PTN	pleiotrophin	PLXNB2	plexin B2	other
PTN_PTPRB	PTN	pleiotrophin	PTPRB	protein tyrosine phosphatase, receptor type, B	other
PTN_PTPRS	PTN	pleiotrophin	PTPRS	protein tyrosine phosphatase, receptor type, S	other
PTN_PTPRZ1	PTN	pleiotrophin	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	other
PTN_SDC1	PTN	pleiotrophin	SDC1	syndecan 1	other
PTN_SDC3	PTN	pleiotrophin	SDC3	syndecan 3	other
PYY_FAP	PYY	peptide YY	FAP	fibroblast activation protein, alpha	other
PYY_NPY1R	PYY	peptide YY	NPY1R	neuropeptide Y receptor Y1	other
PYY_NPY2R	PYY	peptide YY	NPY2R	neuropeptide Y receptor Y2	other
PYY_NPY4R	PYY	peptide YY	NPY4R	neuropeptide Y receptor Y4	other
PYY_NPY5R	PYY	peptide YY	NPY5R	neuropeptide Y receptor Y5	other
QDPR_DYSF	QDPR	quinoid dihydropteridine reductase	DYSF	dysferlin	other
QRFP_P2RY14	QRFP	pyroglutamylated RFamide peptide	P2RY14	purinergic receptor P2Y, G-protein coupled, 14	other
QRFP_QRFPR	QRFP	pyroglutamylated RFamide peptide	QRFPR	pyroglutamylated RFamide peptide receptor	other
RAET1E_KLRK1	RAET1E	retinoic acid early transcript 1E	KLRK1	killer cell lectin-like receptor subfamily K, member 1	other
RARRES2_CCRL2	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	CCRL2	chemokine (C-C motif) receptor-like 2	other
RARRES2_CMKLR1	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	CMKLR1	chemokine-like receptor 1	other
RARRES2_GPR1	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	GPR1	G protein-coupled receptor 1	other
RBP3_NOTCH1	RBP3	retinol binding protein 3, interstitial	NOTCH1	notch 1	other
RBP4_STRA6	RBP4	retinol binding protein 4, plasma	STRA6	stimulated by retinoic acid 6	other
RELN_ITGA3	RELN	reelin	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
RELN_ITGB1	RELN	reelin	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
RELN_LRP8	RELN	reelin	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	other
RELN_VLDLR	RELN	reelin	VLDLR	very low density lipoprotein receptor	other
REN_ASIC3	REN	renin	ASIC3	acid-sensing (proton-gated) ion channel 3	other
REN_ATP6AP2	REN	renin	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2	other
RGMA_BMPR1B	RGMA	repulsive guidance molecule family member a	BMPR1B	bone morphogenetic protein receptor, type IB	other
RGMA_BMPR2	RGMA	repulsive guidance molecule family member a	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	other
RGMA_HFE2	RGMA	repulsive guidance molecule family member a	HFE2	hemochromatosis type 2 (juvenile)	other
RGMA_NEO1	RGMA	repulsive guidance molecule family member a	NEO1	neogenin 1	other
RGMB_BMPR1B	RGMB	repulsive guidance molecule family member b	BMPR1B	bone morphogenetic protein receptor, type IB	other
RGMB_BMPR2	RGMB	repulsive guidance molecule family member b	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	other
RGMB_HFE2	RGMB	repulsive guidance molecule family member b	HFE2	hemochromatosis type 2 (juvenile)	other
RGMB_NEO1	RGMB	repulsive guidance molecule family member b	NEO1	neogenin 1	other
RIMS1_CACNA1C	RIMS1	regulating synaptic membrane exocytosis 1	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	other
RIMS1_SLC17A7	RIMS1	regulating synaptic membrane exocytosis 1	SLC17A7	solute carrier family 17 (vesicular glutamate transporter), member 7	other
RIMS1_SLC18A2	RIMS1	regulating synaptic membrane exocytosis 1	SLC18A2	solute carrier family 18 (vesicular monoamine transporter), member 2	other
RIMS1_SLC18A3	RIMS1	regulating synaptic membrane exocytosis 1	SLC18A3	solute carrier family 18 (vesicular acetylcholine transporter), member 3	other
RIMS2_ABCA1	RIMS2	regulating synaptic membrane exocytosis 2	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	other
RLN1_RXFP1	RLN1	relaxin 1	RXFP1	relaxin/insulin-like family peptide receptor 1	other
RLN1_RXFP2	RLN1	relaxin 1	RXFP2	relaxin/insulin-like family peptide receptor 2	other
RLN2_RXFP1	RLN2	relaxin 2	RXFP1	relaxin/insulin-like family peptide receptor 1	other
RLN2_RXFP2	RLN2	relaxin 2	RXFP2	relaxin/insulin-like family peptide receptor 2	other
RLN3_RXFP1	RLN3	relaxin 3	RXFP1	relaxin/insulin-like family peptide receptor 1	other
RLN3_RXFP2	RLN3	relaxin 3	RXFP2	relaxin/insulin-like family peptide receptor 2	other
RLN3_RXFP3	RLN3	relaxin 3	RXFP3	relaxin/insulin-like family peptide receptor 3	other
RLN3_RXFP4	RLN3	relaxin 3	RXFP4	relaxin/insulin-like family peptide receptor 4	other
RNASE2_TLR2	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	TLR2	toll-like receptor 2	other
RPH3A_NRXN1	RPH3A	rabphilin 3A homolog (mouse)	NRXN1	neurexin 1	other
RPS19_C5AR1	RPS19	ribosomal protein S19	C5AR1	complement component 5a receptor 1	other
RSPO1_FZD8	RSPO1	R-spondin 1	FZD8	frizzled class receptor 8	other
RSPO1_LGR4	RSPO1	R-spondin 1	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	other
RSPO1_LGR5	RSPO1	R-spondin 1	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	other
RSPO1_LGR6	RSPO1	R-spondin 1	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	other
RSPO1_LRP6	RSPO1	R-spondin 1	LRP6	low density lipoprotein receptor-related protein 6	other
RSPO1_ZNRF3	RSPO1	R-spondin 1	ZNRF3	zinc and ring finger 3	other
RSPO2_LGR4	RSPO2	R-spondin 2	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	other
RSPO2_LGR5	RSPO2	R-spondin 2	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	other
RSPO2_LGR6	RSPO2	R-spondin 2	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	other
RSPO3_FZD8	RSPO3	R-spondin 3	FZD8	frizzled class receptor 8	other
RSPO3_LGR4	RSPO3	R-spondin 3	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	other
RSPO3_LGR5	RSPO3	R-spondin 3	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	other
RSPO3_LGR6	RSPO3	R-spondin 3	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	other
RSPO3_LRP6	RSPO3	R-spondin 3	LRP6	low density lipoprotein receptor-related protein 6	other
RSPO3_SDC4	RSPO3	R-spondin 3	SDC4	syndecan 4	other
RSPO4_LGR4	RSPO4	R-spondin 4	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	other
RSPO4_LGR5	RSPO4	R-spondin 4	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	other
RSPO4_LGR6	RSPO4	R-spondin 4	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	other
RTN4_CNTNAP1	RTN4	reticulon 4	CNTNAP1	contactin associated protein 1	other
RTN4_GJB2	RTN4	reticulon 4	GJB2	gap junction protein, beta 2, 26kDa	other
RTN4_LINGO1	RTN4	reticulon 4	LINGO1	leucine rich repeat and Ig domain containing 1	other
RTN4_NGFR	RTN4	reticulon 4	NGFR	nerve growth factor receptor	other
RTN4_RTN4R	RTN4	reticulon 4	RTN4R	reticulon 4 receptor	other
RTN4_RTN4RL1	RTN4	reticulon 4	RTN4RL1	reticulon 4 receptor-like 1	other
RTN4_TNFRSF19	RTN4	reticulon 4	TNFRSF19	tumor necrosis factor receptor superfamily, member 19	other
S100A8_TLR4	S100A8	S100 calcium binding protein A8	TLR4	toll-like receptor 4	other
S100A9_TLR4	S100A9	S100 calcium binding protein A9	TLR4	toll-like receptor 4	other
SAA1_FPR1	SAA1	serum amyloid A1	FPR1	formyl peptide receptor 1	other
SAA1_FPR2	SAA1	serum amyloid A1	FPR2	formyl peptide receptor 2	other
SAA1_SCARB1	SAA1	serum amyloid A1	SCARB1	scavenger receptor class B, member 1	other
SCGB1A1_LMBR1L	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	LMBR1L	limb development membrane protein 1-like	other
SCGB1A1_LRP2	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	LRP2	low density lipoprotein receptor-related protein 2	other
SCGB3A1_MARCO	SCGB3A1	secretoglobin, family 3A, member 1	MARCO	macrophage receptor with collagenous structure	other
SCGB3A2_MARCO	SCGB3A2	secretoglobin, family 3A, member 2	MARCO	macrophage receptor with collagenous structure	other
SCT_SCTR	SCT	secretin	SCTR	secretin receptor	other
SCT_VIPR1	SCT	secretin	VIPR1	vasoactive intestinal peptide receptor 1	other
SCT_VIPR2	SCT	secretin	VIPR2	vasoactive intestinal peptide receptor 2	other
SELPLG_ESAM	SELPLG	selectin P ligand	ESAM	endothelial cell adhesion molecule	other
SELPLG_ITGAM	SELPLG	selectin P ligand	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	other
SELPLG_ITGB2	SELPLG	selectin P ligand	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
SELPLG_SELE	SELPLG	selectin P ligand	SELE	selectin E	other
SELPLG_SELL	SELPLG	selectin P ligand	SELL	selectin L	other
SELPLG_SELP	SELPLG	selectin P ligand	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	other
SEMA3A_NRP1	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	NRP1	neuropilin 1	other
SEMA3A_NRP2	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	NRP2	neuropilin 2	other
SEMA3A_PLXNA1	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA1	plexin A1	other
SEMA3A_PLXNA2	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA2	plexin A2	other
SEMA3A_PLXNA3	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA3	plexin A3	other
SEMA3A_PLXNA4	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA4	plexin A4	other
SEMA3B_NRP1	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	NRP1	neuropilin 1	other
SEMA3B_NRP2	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	NRP2	neuropilin 2	other
SEMA3C_NRP1	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	NRP1	neuropilin 1	other
SEMA3C_NRP2	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	NRP2	neuropilin 2	other
SEMA3C_PLXND1	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	PLXND1	plexin D1	other
SEMA3D_NRP1	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	NRP1	neuropilin 1	other
SEMA3E_NRP1	SEMA3E	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	NRP1	neuropilin 1	other
SEMA3E_PLXND1	SEMA3E	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	PLXND1	plexin D1	other
SEMA3F_NRP1	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	NRP1	neuropilin 1	other
SEMA3F_NRP2	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	NRP2	neuropilin 2	other
SEMA3F_PLXNA1	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	PLXNA1	plexin A1	other
SEMA3F_PLXNA3	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	PLXNA3	plexin A3	other
SEMA3G_NRP2	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	NRP2	neuropilin 2	other
SEMA4A_PLXND1	SEMA4A	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	PLXND1	plexin D1	other
SEMA4B_DCBLD2	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	DCBLD2	discoidin, CUB and LCCL domain containing 2	other
SEMA4C_PLXNB2	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	PLXNB2	plexin B2	other
SEMA4D_CD72	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	CD72	CD72 molecule	other
SEMA4D_ERBB2	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	other
SEMA4D_MET	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	MET	met proto-oncogene	other
SEMA4D_PLXNB1	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	PLXNB1	plexin B1	other
SEMA4D_PLXNB2	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	PLXNB2	plexin B2	other
SEMA4F_NRP2	SEMA4F	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	NRP2	neuropilin 2	other
SEMA4G_PLXNB2	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	PLXNB2	plexin B2	other
SEMA5A_MET	SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	MET	met proto-oncogene	other
SEMA5A_PLXNB3	SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	PLXNB3	plexin B3	other
SEMA6A_PLXNA2	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	PLXNA2	plexin A2	other
SEMA6A_PLXNA4	SEMA6A	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	PLXNA4	plexin A4	other
SEMA6D_KDR	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	other
SEMA6D_PLXNA1	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	PLXNA1	plexin A1	other
SEMA6D_TREM2	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	TREM2	triggering receptor expressed on myeloid cells 2	other
SEMA6D_TYROBP	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	TYROBP	TYRO protein tyrosine kinase binding protein	other
SEMA7A_ITGA1	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	ITGA1	integrin, alpha 1	other
SEMA7A_ITGB1	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
SEMA7A_PLXNC1	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	PLXNC1	plexin C1	other
SERPINA1_LRP1	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	LRP1	low density lipoprotein receptor-related protein 1	other
SERPINA7_SLC16A2	SERPINA7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	SLC16A2	solute carrier family 16, member 2 (thyroid hormone transporter)	other
SERPINC1_GPC1	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	GPC1	glypican 1	other
SERPINC1_LRP1	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	LRP1	low density lipoprotein receptor-related protein 1	other
SERPINC1_SDC2	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	SDC2	syndecan 2	other
SERPINE1_ITGAV	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	ITGAV	integrin, alpha V	other
SERPINE1_ITGB5	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	ITGB5	integrin, beta 5	other
SERPINE1_LRP1	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	LRP1	low density lipoprotein receptor-related protein 1	other
SERPINE1_LRP2	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	LRP2	low density lipoprotein receptor-related protein 2	other
SERPINE1_PLAUR	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	PLAUR	plasminogen activator, urokinase receptor	other
SERPINE2_LRP1	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	LRP1	low density lipoprotein receptor-related protein 1	other
SERPING1_LRP1	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	LRP1	low density lipoprotein receptor-related protein 1	other
SERPING1_SELE	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	SELE	selectin E	other
SERPING1_SELP	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	other
SFRP1_FZD2	SFRP1	secreted frizzled-related protein 1	FZD2	frizzled class receptor 2	other
SFRP1_FZD6	SFRP1	secreted frizzled-related protein 1	FZD6	frizzled class receptor 6	other
SFTPA1_TLR2	SFTPA1	surfactant protein A1	TLR2	toll-like receptor 2	other
SFTPA2_CD93	SFTPA2	surfactant protein A2	CD93	CD93 molecule	other
SFTPD_LY96	SFTPD	surfactant protein D	LY96	lymphocyte antigen 96	other
SFTPD_TLR4	SFTPD	surfactant protein D	TLR4	toll-like receptor 4	other
SHANK1_ABCA1	SHANK1	SH3 and multiple ankyrin repeat domains 1	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	other
SHANK1_BAI2	SHANK1	SH3 and multiple ankyrin repeat domains 1	BAI2	brain-specific angiogenesis inhibitor 2	other
SHANK1_LPHN1	SHANK1	SH3 and multiple ankyrin repeat domains 1	LPHN1	latrophilin 1	other
SHANK1_LPHN2	SHANK1	SH3 and multiple ankyrin repeat domains 1	LPHN2	latrophilin 2	other
SHANK1_SSTR2	SHANK1	SH3 and multiple ankyrin repeat domains 1	SSTR2	somatostatin receptor 2	other
SHBG_CD177	SHBG	sex hormone-binding globulin	CD177	CD177 molecule	other
SHBG_CLDN4	SHBG	sex hormone-binding globulin	CLDN4	claudin 4	other
SHBG_SLC37A1	SHBG	sex hormone-binding globulin	SLC37A1	solute carrier family 37 (glucose-6-phosphate transporter), member 1	other
SHH_BOC	SHH	sonic hedgehog	BOC	BOC cell adhesion associated, oncogene regulated	other
SHH_CDON	SHH	sonic hedgehog	CDON	cell adhesion associated, oncogene regulated	other
SHH_GPC5	SHH	sonic hedgehog	GPC5	glypican 5	other
SHH_HHIP	SHH	sonic hedgehog	HHIP	hedgehog interacting protein	other
SHH_LRP2	SHH	sonic hedgehog	LRP2	low density lipoprotein receptor-related protein 2	other
SHH_PTCH1	SHH	sonic hedgehog	PTCH1	patched 1	other
SHH_PTCH2	SHH	sonic hedgehog	PTCH2	patched 2	other
SHH_SMO	SHH	sonic hedgehog	SMO	smoothened, frizzled class receptor	other
SLIT1_GPC1	SLIT1	slit homolog 1 (Drosophila)	GPC1	glypican 1	other
SLIT1_ROBO1	SLIT1	slit homolog 1 (Drosophila)	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	other
SLIT1_SDC1	SLIT1	slit homolog 1 (Drosophila)	SDC1	syndecan 1	other
SLIT2_DCC	SLIT2	slit homolog 2 (Drosophila)	DCC	deleted in colorectal carcinoma	other
SLIT2_GPC1	SLIT2	slit homolog 2 (Drosophila)	GPC1	glypican 1	other
SLIT2_ROBO1	SLIT2	slit homolog 2 (Drosophila)	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	other
SLIT2_ROBO2	SLIT2	slit homolog 2 (Drosophila)	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	other
SLIT2_ROBO4	SLIT2	slit homolog 2 (Drosophila)	ROBO4	roundabout, axon guidance receptor, homolog 4 (Drosophila)	other
SLIT2_SDC1	SLIT2	slit homolog 2 (Drosophila)	SDC1	syndecan 1	other
SLIT3_ROBO2	SLIT3	slit homolog 3 (Drosophila)	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	other
SLPI_CD4	SLPI	secretory leukocyte peptidase inhibitor	CD4	CD4 molecule	other
SORBS1_INSR	SORBS1	sorbin and SH3 domain containing 1	INSR	insulin receptor	other
SORBS1_ITGA1	SORBS1	sorbin and SH3 domain containing 1	ITGA1	integrin, alpha 1	other
SORBS1_ITGB5	SORBS1	sorbin and SH3 domain containing 1	ITGB5	integrin, beta 5	other
SOST_LRP5	SOST	sclerostin	LRP5	low density lipoprotein receptor-related protein 5	other
SOST_LRP6	SOST	sclerostin	LRP6	low density lipoprotein receptor-related protein 6	other
SPINK1_EGFR	SPINK1	serine peptidase inhibitor, Kazal type 1	EGFR	epidermal growth factor receptor	other
SPINK1_NRSN1	SPINK1	serine peptidase inhibitor, Kazal type 1	NRSN1	neurensin 1	other
SPINT1_ST14	SPINT1	serine peptidase inhibitor, Kunitz type 1	ST14	suppression of tumorigenicity 14 (colon carcinoma)	other
SPON2_ITGAM	SPON2	spondin 2, extracellular matrix protein	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	other
SPON2_ITGB2	SPON2	spondin 2, extracellular matrix protein	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
SPP1_CD44	SPP1	secreted phosphoprotein 1	CD44	CD44 molecule (Indian blood group)	other
SPP1_ITGA4	SPP1	secreted phosphoprotein 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
SPP1_ITGA5	SPP1	secreted phosphoprotein 1	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
SPP1_ITGA9	SPP1	secreted phosphoprotein 1	ITGA9	integrin, alpha 9	other
SPP1_ITGAV	SPP1	secreted phosphoprotein 1	ITGAV	integrin, alpha V	other
SPP1_ITGB1	SPP1	secreted phosphoprotein 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
SPP1_S1PR1	SPP1	secreted phosphoprotein 1	S1PR1	sphingosine-1-phosphate receptor 1	other
SST_SSTR1	SST	somatostatin	SSTR1	somatostatin receptor 1	other
SST_SSTR2	SST	somatostatin	SSTR2	somatostatin receptor 2	other
SST_SSTR3	SST	somatostatin	SSTR3	somatostatin receptor 3	other
